,seed,M,RC Mean Loss,RC Mean Acc,RC Mean ROC AUC,RC Std Loss,RC Std Acc,RC Std ROC AUC,OC Loss,OC Acc,OC ROC AUC
6,410,1024,0.6659548580646515,0.6092122395833334,0.6404921236413617,0.006091520955530544,0.019607733277405785,0.0258587316638742,0.6619635820388794,0.6142578125,0.63844768738746
7,410,2048,0.6659548580646515,0.6092122395833334,0.6404921236413617,0.006091520955530544,0.019607733277405785,0.0258587316638742,0.6583598852157593,0.6201171875,0.6497199218315077
8,410,4096,0.6659548580646515,0.6092122395833334,0.6404921236413617,0.006091520955530544,0.019607733277405785,0.0258587316638742,0.6581198573112488,0.607421875,0.64446005766654
9,410,8192,0.6659548580646515,0.6092122395833334,0.6404921236413617,0.006091520955530544,0.019607733277405785,0.0258587316638742,0.6587716341018677,0.59765625,0.6404863646659986
10,410,9216,0.6659548580646515,0.6092122395833334,0.6404921236413617,0.006091520955530544,0.019607733277405785,0.0258587316638742,0.6477832794189453,0.6416015625,0.6662481811236145
0,4507,16,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6746208667755127,0.591796875,0.646913381171222
1,4507,32,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6741995215415955,0.6103515625,0.6605045630281461
2,4507,64,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6607645750045776,0.62890625,0.6731666301931559
3,4507,128,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6553311347961426,0.6455078125,0.6853142288923956
4,4507,256,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6532429456710815,0.63671875,0.6800006142907054
5,4507,512,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.643690824508667,0.634765625,0.6784456909426675
6,4507,1024,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6634331345558167,0.630859375,0.6777085420961901
7,4507,2048,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6429075598716736,0.6396484375,0.6808030315246312
8,4507,4096,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6385186910629272,0.640625,0.6872914771003944
9,4507,8192,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6298506259918213,0.6552734375,0.6990282688903989
10,4507,9216,0.6685830454031626,0.6212565104166666,0.6672246473907363,0.004137206591735522,0.009063577989795478,0.007464319543485845,0.6405391693115234,0.6337890625,0.6792442688596847
0,4013,16,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6691693663597107,0.6171875,0.6631037805753601
1,4013,32,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6667599678039551,0.6123046875,0.6473932957848139
2,4013,64,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6672971844673157,0.587890625,0.6441010815355732
3,4013,128,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6561971306800842,0.6123046875,0.6642997277924312
4,4013,256,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6503878831863403,0.6455078125,0.6843543996652115
5,4013,512,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6492273807525635,0.609375,0.6697918706303774
6,4013,1024,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6452820897102356,0.6357421875,0.6787489969784575
7,4013,2048,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6474248170852661,0.6162109375,0.665833534897471
8,4013,4096,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6399340629577637,0.625,0.687587104502367
9,4013,8192,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6319481134414673,0.63671875,0.7007060503795164
10,4013,9216,0.6607297857602438,0.6140950520833334,0.6571966715681946,0.011429803177038653,0.02239301796893516,0.02050861616364597,0.6372808218002319,0.642578125,0.6891842603364009
0,3658,16,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6477885842323303,0.640625,0.6726252865090242
1,3658,32,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6577052474021912,0.615234375,0.6634493190971462
2,3658,64,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6655892133712769,0.611328125,0.6398912705451446
3,3658,128,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6427487134933472,0.6533203125,0.6934650986896411
4,3658,256,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.648014485836029,0.6337890625,0.6872569232482157
5,3658,512,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6481437683105469,0.6328125,0.6775549694198408
6,3658,1024,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6528469920158386,0.630859375,0.6746294099353843
7,3658,2048,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6504018902778625,0.625,0.6669392581671869
8,3658,4096,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6412662267684937,0.6279296875,0.6881303678449531
9,3658,8192,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.638805627822876,0.6376953125,0.6857519110199912
10,3658,9216,0.6613136927286783,0.6145833333333334,0.6606901300120682,0.008297754172651915,0.015406457768488584,0.014919423586400344,0.6391875743865967,0.6474609375,0.6886928277720827
