,seed,M,RC Mean Loss,RC Mean Acc,RC Mean ROC AUC,RC Std Loss,RC Std Acc,RC Std ROC AUC,OC Loss,OC Acc,OC ROC AUC
3,4507,128,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.4754641652107239,0.861328125,0.9195214686227822
4,4507,256,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.46979090571403503,0.8701171875,0.9282606190951687
5,4507,512,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.4776923954486847,0.837890625,0.9293686151010062
6,4507,1024,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.4578540027141571,0.8681640625,0.9367654965819188
7,4507,2048,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.47927066683769226,0.8623046875,0.9269183501036946
8,4507,4096,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.4690629839897156,0.849609375,0.9260311851908749
9,4507,8192,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.4606970548629761,0.8642578125,0.926399877102696
10,4507,9216,0.4721069534619649,0.8597005208333334,0.9294627083493356,0.004609577904099504,0.006734427365096746,0.0022046407204228268,0.45778781175613403,0.873046875,0.9311583070896381
0,4013,16,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.46299979090690613,0.8798828125,0.9522774406636454
1,4013,32,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.472442090511322,0.8603515625,0.937026653352792
2,4013,64,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.4642755091190338,0.8818359375,0.9509947000537675
3,4013,128,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.4738050103187561,0.841796875,0.9252131500115217
4,4013,256,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.47329357266426086,0.8671875,0.9456678700361011
5,4013,512,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.45905283093452454,0.8837890625,0.9489246485905216
6,4013,1024,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.4607410132884979,0.8701171875,0.946336124126277
7,4013,2048,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.45340192317962646,0.87890625,0.9475612566249327
8,4013,4096,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.44526252150535583,0.8740234375,0.9525923650049928
9,4013,8192,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.434205025434494,0.90234375,0.9601083032490975
10,4013,9216,0.45999906957149506,0.8811848958333334,0.951536216299255,0.01103495337214304,0.01227088334959034,0.007637991380537442,0.4331493377685547,0.90625,0.9645326061909518
0,3658,16,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.47122350335121155,0.8505859375,0.9366003533297487
1,3658,32,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4704605042934418,0.8662109375,0.9373377371533912
2,3658,64,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4763560891151428,0.861328125,0.9375374452722943
3,3658,128,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4652025103569031,0.8642578125,0.9317843152315846
4,3658,256,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4501575529575348,0.892578125,0.9547469083646977
5,3658,512,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.46137768030166626,0.876953125,0.9403295183961903
6,3658,1024,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.459704726934433,0.8671875,0.9426069590598357
7,3658,2048,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.45362532138824463,0.8828125,0.9494277594285274
8,3658,4096,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4610881507396698,0.859375,0.9374683155388279
9,3658,8192,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4521375298500061,0.8583984375,0.9421652968737999
10,3658,9216,0.46936993300914764,0.85888671875,0.9357042271551834,0.008533562062913357,0.01732079805809958,0.010062658380040177,0.4568128287792206,0.86328125,0.9443236807742529
