,seed,M,RC Mean Loss,RC Mean Acc,RC Std Loss,RC Std Acc,OC Loss,OC Acc
7,4507,2048,0.6685830454031626,0.6212565104166666,0.004137206591735522,0.009063577989795478,0.6429075598716736,0.6396484375
8,4507,4096,0.6685830454031626,0.6212565104166666,0.004137206591735522,0.009063577989795478,0.6385186910629272,0.640625
9,4507,8192,0.6685830454031626,0.6212565104166666,0.004137206591735522,0.009063577989795478,0.6298506259918213,0.6552734375
10,4507,9216,0.6685830454031626,0.6212565104166666,0.004137206591735522,0.009063577989795478,0.6405391693115234,0.6337890625
0,4013,16,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6691693663597107,0.6171875
1,4013,32,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6667599678039551,0.6123046875
2,4013,64,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6672971844673157,0.587890625
3,4013,128,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6561971306800842,0.6123046875
4,4013,256,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6503878831863403,0.6455078125
5,4013,512,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6492273807525635,0.609375
6,4013,1024,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6452820897102356,0.6357421875
7,4013,2048,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6474248170852661,0.6162109375
8,4013,4096,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6399340629577637,0.625
9,4013,8192,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6319481134414673,0.63671875
10,4013,9216,0.6607297857602438,0.6140950520833334,0.011429803177038653,0.02239301796893516,0.6372808218002319,0.642578125
0,3658,16,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6477885842323303,0.640625
1,3658,32,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6577052474021912,0.615234375
2,3658,64,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6655892133712769,0.611328125
3,3658,128,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6427487134933472,0.6533203125
4,3658,256,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.648014485836029,0.6337890625
5,3658,512,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6481437683105469,0.6328125
6,3658,1024,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6528469920158386,0.630859375
7,3658,2048,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6504018902778625,0.625
8,3658,4096,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6412662267684937,0.6279296875
9,3658,8192,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.638805627822876,0.6376953125
10,3658,9216,0.6613136927286783,0.6145833333333334,0.008297754172651915,0.015406457768488584,0.6391875743865967,0.6474609375
