,seed,M,RC Mean Loss,RC Mean Acc,RC Std Loss,RC Std Acc,OC Loss,OC Acc
0,1825,16,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.48081666231155396,0.8505859375
1,1825,32,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.48415088653564453,0.8310546875
2,1825,64,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.4772091507911682,0.849609375
3,1825,128,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.4800330400466919,0.837890625
4,1825,256,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.47759318351745605,0.84375
5,1825,512,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.4693598449230194,0.8583984375
6,1825,1024,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.47603851556777954,0.8505859375
7,1825,2048,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.48382607102394104,0.849609375
8,1825,4096,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.4781109690666199,0.841796875
9,1825,8192,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.470308393239975,0.85546875
10,1825,9216,0.487455556790034,0.83935546875,0.008556721383967994,0.01676116222227269,0.4701259136199951,0.8564453125
0,410,16,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.45853278040885925,0.876953125
1,410,32,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.45838430523872375,0.8701171875
2,410,64,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.442486435174942,0.89453125
3,410,128,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.4703235328197479,0.8662109375
4,410,256,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.4747947156429291,0.8583984375
5,410,512,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.48025408387184143,0.8427734375
6,410,1024,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.465155690908432,0.8662109375
7,410,2048,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.4566977322101593,0.873046875
8,410,4096,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.4725683033466339,0.841796875
9,410,8192,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.46336281299591064,0.8515625
10,410,9216,0.4645833869775136,0.8704427083333334,0.007613423244178418,0.01409170626426651,0.45417550206184387,0.873046875
0,4507,16,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4748907685279846,0.8466796875
1,4507,32,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4793468117713928,0.84765625
2,4507,64,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.47126200795173645,0.85546875
3,4507,128,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4754641652107239,0.861328125
4,4507,256,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.46979090571403503,0.8701171875
5,4507,512,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4776923954486847,0.837890625
6,4507,1024,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4578540027141571,0.8681640625
7,4507,2048,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.47927066683769226,0.8623046875
8,4507,4096,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4690629839897156,0.849609375
9,4507,8192,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.4606970548629761,0.8642578125
10,4507,9216,0.4721069534619649,0.8597005208333334,0.004609577904099504,0.006734427365096746,0.45778781175613403,0.873046875
0,4013,16,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.46299979090690613,0.8798828125
1,4013,32,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.472442090511322,0.8603515625
2,4013,64,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.4642755091190338,0.8818359375
3,4013,128,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.4738050103187561,0.841796875
4,4013,256,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.47329357266426086,0.8671875
5,4013,512,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.45905283093452454,0.8837890625
6,4013,1024,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.4607410132884979,0.8701171875
7,4013,2048,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.45340192317962646,0.87890625
8,4013,4096,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.44526252150535583,0.8740234375
9,4013,8192,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.434205025434494,0.90234375
10,4013,9216,0.45999906957149506,0.8811848958333334,0.01103495337214304,0.01227088334959034,0.4331493377685547,0.90625
0,3658,16,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.47122350335121155,0.8505859375
1,3658,32,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.4704605042934418,0.8662109375
2,3658,64,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.4763560891151428,0.861328125
3,3658,128,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.4652025103569031,0.8642578125
4,3658,256,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.4501575529575348,0.892578125
5,3658,512,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.46137768030166626,0.876953125
6,3658,1024,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.459704726934433,0.8671875
7,3658,2048,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.45362532138824463,0.8828125
8,3658,4096,0.46936993300914764,0.85888671875,0.008533562062913357,0.01732079805809958,0.4610881507396698,0.859375
